type,month,benchmark,price_index,area
Residential  - all types,2009-12-01,1268200,136.1,West Vancouver
Residential  - all types,2009-12-01,514800,119.6,Whistler
Detached,2009-12-01,788300,145.4,Greater Vancouver
Detached,2009-12-01,612100,132.7,Bowen Island
Detached,2009-12-01,652000,145.8,Burnaby East
Detached,2009-12-01,760700,147.1,Burnaby North
Detached,2009-12-01,768400,147.1,Burnaby South
Detached,2009-12-01,624200,138.3,Coquitlam
Detached,2009-12-01,566500,136.7,Ladner
Detached,2009-12-01,660600,140.3,Lower Mainland
Detached,2009-12-01,455600,129.8,Maple Ridge
Detached,2009-12-01,584900,145.1,New Westminster
Detached,2009-12-01,863100,137.4,North Vancouver
Detached,2009-12-01,481000,135.6,Pitt Meadows
Detached,2009-12-01,519200,138.5,Port Coquitlam
Detached,2009-12-01,745100,137.6,Port Moody
Detached,2009-12-01,776800,155.8,Richmond
Detached,2009-12-01,484600,128.8,Squamish
Detached,2009-12-01,379100,132.8,Sunshine Coast
Detached,2009-12-01,626000,134.8,Tsawwassen
Detached,2009-12-01,685900,151.6,Vancouver East
Detached,2009-12-01,1622700,166.6,Vancouver West
Detached,2009-12-01,1434800,136.4,West Vancouver
Detached,2009-12-01,908800,125.8,Whistler
Townhouse,2009-12-01,436300,141.0,Greater Vancouver
Townhouse,2009-12-01,398100,142.8,Burnaby East
Townhouse,2009-12-01,378900,141.3,Burnaby North
Townhouse,2009-12-01,396300,142.2,Burnaby South
Townhouse,2009-12-01,370700,136.2,Coquitlam
Townhouse,2009-12-01,418300,138.6,Ladner
Townhouse,2009-12-01,381000,137.9,Lower Mainland
Townhouse,2009-12-01,281200,136.6,Maple Ridge
Townhouse,2009-12-01,364200,136.8,New Westminster
Townhouse,2009-12-01,564900,135.2,North Vancouver
Townhouse,2009-12-01,309500,133.9,Pitt Meadows
Townhouse,2009-12-01,371300,140.8,Port Coquitlam
Townhouse,2009-12-01,403900,136.5,Port Moody
Townhouse,2009-12-01,452900,146.4,Richmond
Townhouse,2009-12-01,331500,120.3,Squamish
Townhouse,2009-12-01,419400,138.6,Tsawwassen
Townhouse,2009-12-01,462000,152.3,Vancouver East
Townhouse,2009-12-01,643200,145.5,Vancouver West
Townhouse,2009-12-01,430800,115.2,Whistler
Townhouse,2009-12-01,366300,147.3,Greater Vancouver
Townhouse,2009-12-01,395700,150.2,Burnaby East
Apartment,2009-12-01,366300,147.3,Greater Vancouver
Apartment,2009-12-01,395700,150.2,Burnaby East
Apartment,2009-12-01,339000,143.3,Burnaby North
Apartment,2009-12-01,363600,146.0,Burnaby South
Apartment,2009-12-01,254700,140.2,Coquitlam
Apartment,2009-12-01,299200,141.8,Ladner
Apartment,2009-12-01,336900,147.1,Lower Mainland
Apartment,2009-12-01,188900,136.4,Maple Ridge
Apartment,2009-12-01,264300,150.5,New Westminster
Apartment,2009-12-01,343300,139.7,North Vancouver
Apartment,2009-12-01,230800,136.4,Pitt Meadows
Apartment,2009-12-01,244300,144.8,Port Coquitlam
Apartment,2009-12-01,325700,135.7,Port Moody
Apartment,2009-12-01,355300,150.0,Richmond
Apartment,2009-12-01,245200,118.1,Squamish
Apartment,2009-12-01,336300,141.8,Tsawwassen
Apartment,2009-12-01,292400,161.3,Vancouver East
Apartment,2009-12-01,459400,148.7,Vancouver West
Apartment,2009-12-01,617400,134.9,West Vancouver
Apartment,2009-12-01,366300,120.1,Whistler
Residential  - all types,2009-11-01,550300,144.0,Greater Vancouver
Residential  - all types,2009-11-01,609800,132.2,Bowen Island
Residential  - all types,2009-11-01,520600,143.7,Burnaby East
Residential  - all types,2009-11-01,474500,142.6,Burnaby North
Residential  - all types,2009-11-01,509800,144.1,Burnaby South
Residential  - all types,2009-11-01,464100,137.3,Coquitlam
Residential  - all types,2009-11-01,492100,136.9,Ladner
Residential  - all types,2009-11-01,500500,141.1,Lower Mainland
Residential  - all types,2009-11-01,388000,131.1,Maple Ridge
Residential  - all types,2009-11-01,344000,146.5,New Westminster
Residential  - all types,2009-11-01,607700,137.1,North Vancouver
Residential  - all types,2009-11-01,369200,135.1,Pitt Meadows
Residential  - all types,2009-11-01,393900,139.6,Port Coquitlam
Residential  - all types,2009-11-01,489300,135.3,Port Moody
Residential  - all types,2009-11-01,513500,148.8,Richmond
Residential  - all types,2009-11-01,387600,126.3,Squamish
Residential  - all types,2009-11-01,377000,132.1,Sunshine Coast
Residential  - all types,2009-11-01,543300,136.1,Tsawwassen
Residential  - all types,2009-11-01,524100,153.5,Vancouver East
Residential  - all types,2009-11-01,714100,150.5,Vancouver West
Residential  - all types,2009-11-01,1255200,134.7,West Vancouver
Residential  - all types,2009-11-01,520400,120.9,Whistler
Detached,2009-11-01,778000,143.5,Greater Vancouver
Detached,2009-11-01,609800,132.2,Bowen Island
Detached,2009-11-01,642600,143.7,Burnaby East
Detached,2009-11-01,750800,145.2,Burnaby North
Detached,2009-11-01,755400,144.6,Burnaby South
Detached,2009-11-01,617900,136.9,Coquitlam
Detached,2009-11-01,560700,135.3,Ladner
Detached,2009-11-01,653500,138.8,Lower Mainland
Detached,2009-11-01,452100,128.8,Maple Ridge
Detached,2009-11-01,577200,143.2,New Westminster
Detached,2009-11-01,851800,135.6,North Vancouver
Detached,2009-11-01,478500,134.9,Pitt Meadows
Detached,2009-11-01,514000,137.1,Port Coquitlam
Detached,2009-11-01,737000,136.1,Port Moody
Detached,2009-11-01,763800,153.2,Richmond
Detached,2009-11-01,484200,128.7,Squamish
Detached,2009-11-01,376800,132.0,Sunshine Coast
Detached,2009-11-01,623700,134.3,Tsawwassen
Detached,2009-11-01,675900,149.4,Vancouver East
Detached,2009-11-01,1589600,163.2,Vancouver West
Detached,2009-11-01,1423200,135.3,West Vancouver
Detached,2009-11-01,910300,126.0,Whistler
Townhouse,2009-11-01,432600,139.8,Greater Vancouver
Townhouse,2009-11-01,395600,141.9,Burnaby East
Townhouse,2009-11-01,377300,140.7,Burnaby North
Townhouse,2009-11-01,393000,141.0,Burnaby South
Townhouse,2009-11-01,369300,135.7,Coquitlam
Townhouse,2009-11-01,417700,138.4,Ladner
Townhouse,2009-11-01,378200,136.9,Lower Mainland
Townhouse,2009-11-01,278100,135.1,Maple Ridge
Townhouse,2009-11-01,367400,138.0,New Westminster
Townhouse,2009-11-01,571100,136.7,North Vancouver
Townhouse,2009-11-01,310600,134.4,Pitt Meadows
Townhouse,2009-11-01,366600,139.0,Port Coquitlam
Townhouse,2009-11-01,402400,136.0,Port Moody
Townhouse,2009-11-01,445700,144.1,Richmond
Townhouse,2009-11-01,353200,128.2,Squamish
Townhouse,2009-11-01,418800,138.4,Tsawwassen
Townhouse,2009-11-01,459800,151.6,Vancouver East
Townhouse,2009-11-01,629100,142.3,Vancouver West
Townhouse,2009-11-01,432300,115.6,Whistler
Townhouse,2009-11-01,362900,145.9,Greater Vancouver
Townhouse,2009-11-01,393600,149.4,Burnaby East
Apartment,2009-11-01,362900,145.9,Greater Vancouver
Apartment,2009-11-01,393600,149.4,Burnaby East
Apartment,2009-11-01,335300,141.7,Burnaby North
Apartment,2009-11-01,360400,144.7,Burnaby South
Apartment,2009-11-01,252000,138.7,Coquitlam
Apartment,2009-11-01,297700,141.1,Ladner
Apartment,2009-11-01,334000,145.8,Lower Mainland
Apartment,2009-11-01,188600,136.2,Maple Ridge
Apartment,2009-11-01,261100,148.7,New Westminster
Apartment,2009-11-01,340600,138.6,North Vancouver
Apartment,2009-11-01,230500,136.2,Pitt Meadows
Apartment,2009-11-01,241600,143.2,Port Coquitlam
Apartment,2009-11-01,322300,134.3,Port Moody
Apartment,2009-11-01,351000,148.2,Richmond
Apartment,2009-11-01,251500,121.1,Squamish
Apartment,2009-11-01,334600,141.1,Tsawwassen
Apartment,2009-11-01,289500,159.7,Vancouver East
Apartment,2009-11-01,455400,147.4,Vancouver West
Apartment,2009-11-01,605100,132.2,West Vancouver
Apartment,2009-11-01,376100,123.3,Whistler
Residential  - all types,2009-10-01,543400,142.2,Greater Vancouver
Residential  - all types,2009-10-01,607000,131.6,Bowen Island
Residential  - all types,2009-10-01,513000,141.6,Burnaby East
Residential  - all types,2009-10-01,469200,141.0,Burnaby North
Residential  - all types,2009-10-01,503800,142.4,Burnaby South
Residential  - all types,2009-10-01,459100,135.8,Coquitlam
Residential  - all types,2009-10-01,488200,135.8,Ladner
Residential  - all types,2009-10-01,495200,139.6,Lower Mainland
Residential  - all types,2009-10-01,385000,130.1,Maple Ridge
Residential  - all types,2009-10-01,340000,144.8,New Westminster
Residential  - all types,2009-10-01,601000,135.6,North Vancouver
Residential  - all types,2009-10-01,367300,134.4,Pitt Meadows
Residential  - all types,2009-10-01,390000,138.2,Port Coquitlam
Residential  - all types,2009-10-01,484300,133.9,Port Moody
Residential  - all types,2009-10-01,506600,146.8,Richmond
Residential  - all types,2009-10-01,390300,127.2,Squamish
Residential  - all types,2009-10-01,374800,131.3,Sunshine Coast
Residential  - all types,2009-10-01,541300,135.6,Tsawwassen
Residential  - all types,2009-10-01,517600,151.6,Vancouver East
Residential  - all types,2009-10-01,702300,148.0,Vancouver West
Residential  - all types,2009-10-01,1241200,133.2,West Vancouver
Residential  - all types,2009-10-01,526000,122.2,Whistler
Detached,2009-10-01,767700,141.6,Greater Vancouver
Detached,2009-10-01,607000,131.6,Bowen Island
Detached,2009-10-01,632800,141.5,Burnaby East
Detached,2009-10-01,741000,143.3,Burnaby North
Detached,2009-10-01,742300,142.1,Burnaby South
Detached,2009-10-01,611100,135.4,Coquitlam
Detached,2009-10-01,554900,133.9,Ladner
Detached,2009-10-01,646400,137.3,Lower Mainland
Detached,2009-10-01,448600,127.8,Maple Ridge
Detached,2009-10-01,569200,141.2,New Westminster
Detached,2009-10-01,841100,133.9,North Vancouver
Detached,2009-10-01,476000,134.2,Pitt Meadows
Detached,2009-10-01,508700,135.7,Port Coquitlam
Detached,2009-10-01,729900,134.8,Port Moody
Detached,2009-10-01,751900,150.8,Richmond
Detached,2009-10-01,483900,128.6,Squamish
Detached,2009-10-01,374800,131.3,Sunshine Coast
Detached,2009-10-01,621900,133.9,Tsawwassen
Detached,2009-10-01,665500,147.1,Vancouver East
Detached,2009-10-01,1556500,159.8,Vancouver West
Detached,2009-10-01,1411600,134.2,West Vancouver
Detached,2009-10-01,911700,126.2,Whistler
Townhouse,2009-10-01,428300,138.4,Greater Vancouver
Townhouse,2009-10-01,388700,139.4,Burnaby East
Townhouse,2009-10-01,374100,139.5,Burnaby North
Townhouse,2009-10-01,389100,139.6,Burnaby South
Townhouse,2009-10-01,365000,134.1,Coquitlam
Townhouse,2009-10-01,417400,138.3,Ladner
Townhouse,2009-10-01,374900,135.7,Lower Mainland
Townhouse,2009-10-01,275000,133.6,Maple Ridge
Townhouse,2009-10-01,363100,136.4,New Westminster
Townhouse,2009-10-01,563200,134.8,North Vancouver
Townhouse,2009-10-01,307600,133.1,Pitt Meadows
Townhouse,2009-10-01,363100,137.7,Port Coquitlam
Townhouse,2009-10-01,398900,134.8,Port Moody
Townhouse,2009-10-01,439900,142.2,Richmond
Townhouse,2009-10-01,353000,128.1,Squamish
Townhouse,2009-10-01,418500,138.3,Tsawwassen
Townhouse,2009-10-01,458000,151.0,Vancouver East
Townhouse,2009-10-01,622500,140.8,Vancouver West
Townhouse,2009-10-01,433800,116.0,Whistler
Townhouse,2009-10-01,358400,144.1,Greater Vancouver
Townhouse,2009-10-01,391500,148.6,Burnaby East
Apartment,2009-10-01,358400,144.1,Greater Vancouver
Apartment,2009-10-01,391500,148.6,Burnaby East
Apartment,2009-10-01,331700,140.2,Burnaby North
Apartment,2009-10-01,357400,143.5,Burnaby South
Apartment,2009-10-01,249100,137.1,Coquitlam
Apartment,2009-10-01,296200,140.4,Ladner
Apartment,2009-10-01,330500,144.3,Lower Mainland
Apartment,2009-10-01,188300,136.0,Maple Ridge
Apartment,2009-10-01,258100,147.0,New Westminster
Apartment,2009-10-01,337900,137.5,North Vancouver
Apartment,2009-10-01,230100,136.0,Pitt Meadows
Apartment,2009-10-01,239000,141.7,Port Coquitlam
Apartment,2009-10-01,318900,132.9,Port Moody
Apartment,2009-10-01,347000,146.5,Richmond
Apartment,2009-10-01,258100,124.3,Squamish
Apartment,2009-10-01,333000,140.4,Tsawwassen
Apartment,2009-10-01,286400,158.0,Vancouver East
Apartment,2009-10-01,448000,145.0,Vancouver West
Apartment,2009-10-01,593200,129.6,West Vancouver
Apartment,2009-10-01,386200,126.6,Whistler
Residential  - all types,2009-09-01,538800,141.0,Greater Vancouver
Residential  - all types,2009-09-01,604200,131.0,Bowen Island
Residential  - all types,2009-09-01,506100,139.7,Burnaby East
Residential  - all types,2009-09-01,463900,139.4,Burnaby North
Residential  - all types,2009-09-01,498100,140.8,Burnaby South
Residential  - all types,2009-09-01,454300,134.4,Coquitlam
Residential  - all types,2009-09-01,484600,134.8,Ladner
Residential  - all types,2009-09-01,491300,138.5,Lower Mainland
Residential  - all types,2009-09-01,382100,129.1,Maple Ridge
Residential  - all types,2009-09-01,335800,143.0,New Westminster
Residential  - all types,2009-09-01,594400,134.1,North Vancouver
Residential  - all types,2009-09-01,365100,133.6,Pitt Meadows
Residential  - all types,2009-09-01,386300,136.9,Port Coquitlam
Residential  - all types,2009-09-01,479600,132.6,Port Moody
Residential  - all types,2009-09-01,499700,144.8,Richmond
Residential  - all types,2009-09-01,392800,128.0,Squamish
Residential  - all types,2009-09-01,372800,130.6,Sunshine Coast
Residential  - all types,2009-09-01,539700,135.2,Tsawwassen
Residential  - all types,2009-09-01,511400,149.8,Vancouver East
Residential  - all types,2009-09-01,700800,147.7,Vancouver West
Residential  - all types,2009-09-01,1228200,131.8,West Vancouver
Residential  - all types,2009-09-01,532900,123.8,Whistler
Detached,2009-09-01,757400,139.7,Greater Vancouver
Detached,2009-09-01,604200,131.0,Bowen Island
Detached,2009-09-01,623800,139.5,Burnaby East
Detached,2009-09-01,731700,141.5,Burnaby North
Detached,2009-09-01,729800,139.7,Burnaby South
Detached,2009-09-01,604800,134.0,Coquitlam
Detached,2009-09-01,549100,132.5,Ladner
Detached,2009-09-01,639900,135.9,Lower Mainland
Detached,2009-09-01,445100,126.8,Maple Ridge
Detached,2009-09-01,560700,139.1,New Westminster
Detached,2009-09-01,830400,132.2,North Vancouver
Detached,2009-09-01,473500,133.5,Pitt Meadows
Detached,2009-09-01,503500,134.3,Port Coquitlam
Detached,2009-09-01,721800,133.3,Port Moody
Detached,2009-09-01,739400,148.3,Richmond
Detached,2009-09-01,483500,128.5,Squamish
Detached,2009-09-01,372500,130.5,Sunshine Coast
Detached,2009-09-01,620000,133.5,Tsawwassen
Detached,2009-09-01,656000,145.0,Vancouver East
Detached,2009-09-01,1523400,156.4,Vancouver West
Detached,2009-09-01,1399000,133.0,West Vancouver
Detached,2009-09-01,913200,126.4,Whistler
Townhouse,2009-09-01,423600,136.9,Greater Vancouver
Townhouse,2009-09-01,382200,137.1,Burnaby East
Townhouse,2009-09-01,370600,138.2,Burnaby North
Townhouse,2009-09-01,385400,138.3,Burnaby South
Townhouse,2009-09-01,360600,132.5,Coquitlam
Townhouse,2009-09-01,417100,138.2,Ladner
Townhouse,2009-09-01,371900,134.6,Lower Mainland
Townhouse,2009-09-01,271900,132.1,Maple Ridge
Townhouse,2009-09-01,359100,134.9,New Westminster
Townhouse,2009-09-01,555300,132.9,North Vancouver
Townhouse,2009-09-01,304600,131.8,Pitt Meadows
Townhouse,2009-09-01,360000,136.5,Port Coquitlam
Townhouse,2009-09-01,395000,133.5,Port Moody
Townhouse,2009-09-01,434000,140.3,Richmond
Townhouse,2009-09-01,352400,127.9,Squamish
Townhouse,2009-09-01,418200,138.2,Tsawwassen
Townhouse,2009-09-01,455900,150.3,Vancouver East
Townhouse,2009-09-01,616300,139.4,Vancouver West
Townhouse,2009-09-01,435300,116.4,Whistler
Townhouse,2009-09-01,357100,143.6,Greater Vancouver
Townhouse,2009-09-01,389600,147.9,Burnaby East
Apartment,2009-09-01,357100,143.6,Greater Vancouver
Apartment,2009-09-01,389600,147.9,Burnaby East
Apartment,2009-09-01,327900,138.6,Burnaby North
Apartment,2009-09-01,354200,142.2,Burnaby South
Apartment,2009-09-01,246300,135.6,Coquitlam
Apartment,2009-09-01,294700,139.7,Ladner
Apartment,2009-09-01,329100,143.7,Lower Mainland
Apartment,2009-09-01,188200,135.9,Maple Ridge
Apartment,2009-09-01,255000,145.2,New Westminster
Apartment,2009-09-01,335200,136.4,North Vancouver
Apartment,2009-09-01,229900,135.9,Pitt Meadows
Apartment,2009-09-01,236300,140.1,Port Coquitlam
Apartment,2009-09-01,315800,131.6,Port Moody
Apartment,2009-09-01,342900,144.8,Richmond
Apartment,2009-09-01,264500,127.4,Squamish
Apartment,2009-09-01,331300,139.7,Tsawwassen
Apartment,2009-09-01,283700,156.5,Vancouver East
Apartment,2009-09-01,450800,145.9,Vancouver West
Apartment,2009-09-01,581700,127.1,West Vancouver
Apartment,2009-09-01,396500,130.0,Whistler
Residential  - all types,2009-08-01,529300,138.5,Greater Vancouver
Residential  - all types,2009-08-01,593200,128.6,Bowen Island
Residential  - all types,2009-08-01,499600,137.9,Burnaby East
Residential  - all types,2009-08-01,456900,137.3,Burnaby North
Residential  - all types,2009-08-01,490000,138.5,Burnaby South
Residential  - all types,2009-08-01,446900,132.2,Coquitlam
Residential  - all types,2009-08-01,477800,132.9,Ladner
Residential  - all types,2009-08-01,483800,136.4,Lower Mainland
Residential  - all types,2009-08-01,378500,127.9,Maple Ridge
Residential  - all types,2009-08-01,331500,141.2,New Westminster
Residential  - all types,2009-08-01,583300,131.6,North Vancouver
Residential  - all types,2009-08-01,362300,132.6,Pitt Meadows
Residential  - all types,2009-08-01,381200,135.1,Port Coquitlam
Residential  - all types,2009-08-01,472700,130.7,Port Moody
Residential  - all types,2009-08-01,489400,141.8,Richmond
Residential  - all types,2009-08-01,393400,128.2,Squamish
Residential  - all types,2009-08-01,369900,129.6,Sunshine Coast
Residential  - all types,2009-08-01,533300,133.6,Tsawwassen
Residential  - all types,2009-08-01,502600,147.2,Vancouver East
Residential  - all types,2009-08-01,685200,144.4,Vancouver West
Residential  - all types,2009-08-01,1196500,128.4,West Vancouver
Residential  - all types,2009-08-01,535000,124.3,Whistler
Detached,2009-08-01,742700,137.0,Greater Vancouver
Detached,2009-08-01,593200,128.6,Bowen Island
Detached,2009-08-01,615300,137.6,Burnaby East
Detached,2009-08-01,720300,139.3,Burnaby North
Detached,2009-08-01,719900,137.8,Burnaby South
Detached,2009-08-01,594400,131.7,Coquitlam
Detached,2009-08-01,542100,130.8,Ladner
Detached,2009-08-01,629500,133.7,Lower Mainland
Detached,2009-08-01,440200,125.4,Maple Ridge
Detached,2009-08-01,553900,137.4,New Westminster
Detached,2009-08-01,815400,129.8,North Vancouver
Detached,2009-08-01,466800,131.6,Pitt Meadows
Detached,2009-08-01,494100,131.8,Port Coquitlam
Detached,2009-08-01,711000,131.3,Port Moody
Detached,2009-08-01,722900,145.0,Richmond
Detached,2009-08-01,478200,127.1,Squamish
Detached,2009-08-01,369600,129.5,Sunshine Coast
Detached,2009-08-01,613500,132.1,Tsawwassen
Detached,2009-08-01,642000,141.9,Vancouver East
Detached,2009-08-01,1481500,152.1,Vancouver West
Detached,2009-08-01,1356900,129.0,West Vancouver
Detached,2009-08-01,901600,124.8,Whistler
Townhouse,2009-08-01,418400,135.2,Greater Vancouver
Townhouse,2009-08-01,377800,135.5,Burnaby East
Townhouse,2009-08-01,367100,136.9,Burnaby North
Townhouse,2009-08-01,379900,136.3,Burnaby South
Townhouse,2009-08-01,356000,130.8,Coquitlam
Townhouse,2009-08-01,411000,136.2,Ladner
Townhouse,2009-08-01,367500,133.0,Lower Mainland
Townhouse,2009-08-01,271100,131.7,Maple Ridge
Townhouse,2009-08-01,355700,133.6,New Westminster
Townhouse,2009-08-01,544800,130.4,North Vancouver
Townhouse,2009-08-01,305300,132.1,Pitt Meadows
Townhouse,2009-08-01,354900,134.6,Port Coquitlam
Townhouse,2009-08-01,389700,131.7,Port Moody
Townhouse,2009-08-01,426300,137.8,Richmond
Townhouse,2009-08-01,351900,127.7,Squamish
Townhouse,2009-08-01,412100,136.2,Tsawwassen
Townhouse,2009-08-01,453200,149.4,Vancouver East
Townhouse,2009-08-01,607000,137.3,Vancouver West
Townhouse,2009-08-01,436800,116.8,Whistler
Townhouse,2009-08-01,350700,141.0,Greater Vancouver
Townhouse,2009-08-01,383600,145.6,Burnaby East
Apartment,2009-08-01,350700,141.0,Greater Vancouver
Apartment,2009-08-01,383600,145.6,Burnaby East
Apartment,2009-08-01,322700,136.4,Burnaby North
Apartment,2009-08-01,347700,139.6,Burnaby South
Apartment,2009-08-01,242300,133.4,Coquitlam
Apartment,2009-08-01,290100,137.5,Ladner
Apartment,2009-08-01,324100,141.5,Lower Mainland
Apartment,2009-08-01,186700,134.8,Maple Ridge
Apartment,2009-08-01,251800,143.4,New Westminster
Apartment,2009-08-01,328800,133.8,North Vancouver
Apartment,2009-08-01,228100,134.8,Pitt Meadows
Apartment,2009-08-01,234800,139.2,Port Coquitlam
Apartment,2009-08-01,311500,129.8,Port Moody
Apartment,2009-08-01,336100,141.9,Richmond
Apartment,2009-08-01,269100,129.6,Squamish
Apartment,2009-08-01,326100,137.5,Tsawwassen
Apartment,2009-08-01,279300,154.1,Vancouver East
Apartment,2009-08-01,440900,142.7,Vancouver West
Apartment,2009-08-01,578100,126.3,West Vancouver
Apartment,2009-08-01,402000,131.8,Whistler
Residential  - all types,2009-07-01,520900,136.3,Greater Vancouver
Residential  - all types,2009-07-01,582600,126.3,Bowen Island
Residential  - all types,2009-07-01,493100,136.1,Burnaby East
Residential  - all types,2009-07-01,450200,135.3,Burnaby North
Residential  - all types,2009-07-01,481800,136.2,Burnaby South
Residential  - all types,2009-07-01,439800,130.1,Coquitlam
Residential  - all types,2009-07-01,470900,131.0,Ladner
Residential  - all types,2009-07-01,477100,134.5,Lower Mainland
Residential  - all types,2009-07-01,375300,126.8,Maple Ridge
Residential  - all types,2009-07-01,327500,139.5,New Westminster
Residential  - all types,2009-07-01,572600,129.2,North Vancouver
Residential  - all types,2009-07-01,359300,131.5,Pitt Meadows
Residential  - all types,2009-07-01,376200,133.3,Port Coquitlam
Residential  - all types,2009-07-01,466200,128.9,Port Moody
Residential  - all types,2009-07-01,479700,139.0,Richmond
Residential  - all types,2009-07-01,393700,128.3,Squamish
Residential  - all types,2009-07-01,367100,128.6,Sunshine Coast
Residential  - all types,2009-07-01,527300,132.1,Tsawwassen
Residential  - all types,2009-07-01,493700,144.6,Vancouver East
Residential  - all types,2009-07-01,673300,141.9,Vancouver West
Residential  - all types,2009-07-01,1167600,125.3,West Vancouver
Residential  - all types,2009-07-01,536700,124.7,Whistler
Detached,2009-07-01,728600,134.4,Greater Vancouver
Detached,2009-07-01,582600,126.3,Bowen Island
Detached,2009-07-01,606800,135.7,Burnaby East
Detached,2009-07-01,709000,137.1,Burnaby North
Detached,2009-07-01,709900,135.9,Burnaby South
Detached,2009-07-01,584500,129.5,Coquitlam
Detached,2009-07-01,534600,129.0,Ladner
Detached,2009-07-01,619100,131.5,Lower Mainland
Detached,2009-07-01,434900,123.9,Maple Ridge
Detached,2009-07-01,546600,135.6,New Westminster
Detached,2009-07-01,800300,127.4,North Vancouver
Detached,2009-07-01,459700,129.6,Pitt Meadows
Detached,2009-07-01,485100,129.4,Port Coquitlam
Detached,2009-07-01,699600,129.2,Port Moody
Detached,2009-07-01,707500,141.9,Richmond
Detached,2009-07-01,472900,125.7,Squamish
Detached,2009-07-01,366800,128.5,Sunshine Coast
Detached,2009-07-01,607500,130.8,Tsawwassen
Detached,2009-07-01,628400,138.9,Vancouver East
Detached,2009-07-01,1439600,147.8,Vancouver West
Detached,2009-07-01,1318000,125.3,West Vancouver
Detached,2009-07-01,890000,123.2,Whistler
Townhouse,2009-07-01,413100,133.5,Greater Vancouver
Townhouse,2009-07-01,373300,133.9,Burnaby East
Townhouse,2009-07-01,363600,135.6,Burnaby North
Townhouse,2009-07-01,374600,134.4,Burnaby South
Townhouse,2009-07-01,351600,129.2,Coquitlam
Townhouse,2009-07-01,405300,134.3,Ladner
Townhouse,2009-07-01,363000,131.4,Lower Mainland
Townhouse,2009-07-01,270300,131.3,Maple Ridge
Townhouse,2009-07-01,352200,132.3,New Westminster
Townhouse,2009-07-01,534800,128.0,North Vancouver
Townhouse,2009-07-01,306200,132.5,Pitt Meadows
Townhouse,2009-07-01,349900,132.7,Port Coquitlam
Townhouse,2009-07-01,384400,129.9,Port Moody
Townhouse,2009-07-01,418800,135.4,Richmond
Townhouse,2009-07-01,351300,127.5,Squamish
Townhouse,2009-07-01,406400,134.3,Tsawwassen
Townhouse,2009-07-01,450400,148.5,Vancouver East
Townhouse,2009-07-01,598100,135.3,Vancouver West
Townhouse,2009-07-01,438300,117.2,Whistler
Townhouse,2009-07-01,345700,139.0,Greater Vancouver
Townhouse,2009-07-01,377800,143.4,Burnaby East
Apartment,2009-07-01,345700,139.0,Greater Vancouver
Apartment,2009-07-01,377800,143.4,Burnaby East
Apartment,2009-07-01,317500,134.2,Burnaby North
Apartment,2009-07-01,341200,137.0,Burnaby South
Apartment,2009-07-01,238200,131.1,Coquitlam
Apartment,2009-07-01,285400,135.3,Ladner
Apartment,2009-07-01,319800,139.6,Lower Mainland
Apartment,2009-07-01,185300,133.8,Maple Ridge
Apartment,2009-07-01,248600,141.6,New Westminster
Apartment,2009-07-01,322600,131.3,North Vancouver
Apartment,2009-07-01,226400,133.8,Pitt Meadows
Apartment,2009-07-01,233300,138.3,Port Coquitlam
Apartment,2009-07-01,307200,128.0,Port Moody
Apartment,2009-07-01,329200,139.0,Richmond
Apartment,2009-07-01,273700,131.8,Squamish
Apartment,2009-07-01,320900,135.3,Tsawwassen
Apartment,2009-07-01,275000,151.7,Vancouver East
Apartment,2009-07-01,435000,140.8,Vancouver West
Apartment,2009-07-01,574900,125.6,West Vancouver
Apartment,2009-07-01,407500,133.6,Whistler
Residential  - all types,2009-06-01,512500,134.1,Greater Vancouver
Residential  - all types,2009-06-01,572400,124.1,Bowen Island
Residential  - all types,2009-06-01,486900,134.4,Burnaby East
Residential  - all types,2009-06-01,443900,133.4,Burnaby North
Residential  - all types,2009-06-01,474000,134.0,Burnaby South
Residential  - all types,2009-06-01,432700,128.0,Coquitlam
Residential  - all types,2009-06-01,464400,129.2,Ladner
Residential  - all types,2009-06-01,470000,132.5,Lower Mainland
Residential  - all types,2009-06-01,371700,125.6,Maple Ridge
Residential  - all types,2009-06-01,323500,137.8,New Westminster
Residential  - all types,2009-06-01,562000,126.8,North Vancouver
Residential  - all types,2009-06-01,356600,130.5,Pitt Meadows
Residential  - all types,2009-06-01,371100,131.5,Port Coquitlam
Residential  - all types,2009-06-01,459700,127.1,Port Moody
Residential  - all types,2009-06-01,470400,136.3,Richmond
Residential  - all types,2009-06-01,394300,128.5,Squamish
Residential  - all types,2009-06-01,364200,127.6,Sunshine Coast
Residential  - all types,2009-06-01,520900,130.5,Tsawwassen
Residential  - all types,2009-06-01,485100,142.1,Vancouver East
Residential  - all types,2009-06-01,660000,139.1,Vancouver West
Residential  - all types,2009-06-01,1137800,122.1,West Vancouver
Residential  - all types,2009-06-01,538900,125.2,Whistler
Detached,2009-06-01,714500,131.8,Greater Vancouver
Detached,2009-06-01,572400,124.1,Bowen Island
Detached,2009-06-01,598400,133.8,Burnaby East
Detached,2009-06-01,698100,135.0,Burnaby North
Detached,2009-06-01,700500,134.1,Burnaby South
Detached,2009-06-01,574600,127.3,Coquitlam
Detached,2009-06-01,527600,127.3,Ladner
Detached,2009-06-01,609300,129.4,Lower Mainland
Detached,2009-06-01,430000,122.5,Maple Ridge
