type,month,benchmark,price_index,area
Apartment,2013-06-01,353800,144.0,North Vancouver
Apartment,2013-06-01,230300,136.1,Pitt Meadows
Apartment,2013-06-01,220000,130.4,Port Coquitlam
Apartment,2013-06-01,323500,134.8,Port Moody
Apartment,2013-06-01,347700,146.8,Richmond
Apartment,2013-06-01,271600,130.8,Squamish
Apartment,2013-06-01,313500,132.2,Tsawwassen
Apartment,2013-06-01,305100,168.3,Vancouver East
Apartment,2013-06-01,480100,155.4,Vancouver West
Apartment,2013-06-01,606500,132.5,West Vancouver
Apartment,2013-06-01,244000,80.0,Whistler
Residential  - all types,2013-05-01,599600,156.9,Greater Vancouver
Residential  - all types,2013-05-01,555300,120.4,Bowen Island
Residential  - all types,2013-05-01,562600,155.3,Burnaby East
Residential  - all types,2013-05-01,507100,152.4,Burnaby North
Residential  - all types,2013-05-01,560000,158.3,Burnaby South
Residential  - all types,2013-05-01,498300,147.4,Coquitlam
Residential  - all types,2013-05-01,529900,147.4,Ladner
